3.22187,3.22187,2
-0.715105,-0.715105,0.593
-0.117094,-0.117094,0.813
0.399623,0.399623,1.589
0.152126,0.152126,1.357
-0.45043,-0.45043,0.546
0.198426,0.198426,0.7
0.534602,0.534602,2.302
0.896311,0.896311,1.726
-0.619293,-0.619293,1.275
-0.0961727,-0.0961727,0.725
0.417425,0.417425,1.175
0.151664,0.151664,1.686
2.42873,2.42873,2.478
2.2981,2.2981,3.5
-0.470816,-0.470816,1.969
0.504401,0.504401,1.514
2.36311,2.36311,2.403
0.173322,0.173322,0.886
4.2024,4.2024,5.00001
-0.378056,-0.378056,0.95
-0.678522,-0.678522,1.283
1.38982,1.38982,2.29
3.35099,3.35099,3.905
0.781277,0.781277,2.355
2.98011,2.98011,2.444
0.753491,0.753491,1.594
-0.630763,-0.630763,0.652
1.68472,1.68472,1.922
0.756812,0.756812,1.606
-0.685488,-0.685488,0.61
2.46949,2.46949,2.306
2.35334,2.35334,1.94
1.00865,1.00865,1.839
0.677434,0.677434,2.438
1.56808,1.56808,1.838
1.077,1.077,1.532
-0.553263,-0.553263,1.091
2.10103,2.10103,3.163
0.927927,0.927927,1.375
0.486873,0.486873,1.353
0.183065,0.183065,1.375
0.647562,0.647562,2.523
1.00192,1.00192,1.171
2.01549,2.01549,3.412
2.94165,2.94165,2.949
2.38936,2.38936,2.45
0.37545,0.37545,1.267
0.0936929,0.0936929,1.472
2.02813,2.02813,2.792
1.20455,1.20455,1.611
0.939148,0.939148,1.958
2.82904,2.82904,3.93
1.07468,1.07468,1.742
2.7195,2.7195,3.329
0.807408,0.807408,2.184
2.47675,2.47675,3.145
-0.261638,-0.261638,1.317
-0.705661,-0.705661,0.609
0.70822,0.70822,1.324
0.254142,0.254142,1.526
0.914392,0.914392,2.401
2.80166,2.80166,3.315
3.70729,3.70729,4.441
-0.435805,-0.435805,0.75
-0.133701,-0.133701,1.654
1.16142,1.16142,1.77
0.883162,0.883162,2.578
1.62833,1.62833,1.745
1.04171,1.04171,1.845
0.163166,0.163166,1.639
0.51587,0.51587,1.716
0.0442467,0.0442467,2.265
1.38381,1.38381,1.75
1.55121,1.55121,2.757
0.953219,0.953219,1.143
1.66722,1.66722,2.842
-0.0239154,-0.0239154,1.987
2.95716,2.95716,2.44
0.719864,0.719864,1.423
0.751791,0.751791,2.625
4.95785,4.95785,4.385
-0.652951,-0.652951,0.479
-0.634548,-0.634548,0.678
1.27363,1.27363,2.235
-0.275083,-0.275083,1.75
2.22015,2.22015,3.202
1.36508,1.36508,2.51
0.302947,0.302947,2.821
-0.700306,-0.700306,0.835
0.657145,0.657145,2.601
-0.491577,-0.491577,1
-0.610258,-0.610258,0.709
-0.387282,-0.387282,0.933
1.55214,1.55214,2.21
1.3579,1.3579,1.992
-0.525405,-0.525405,0.598
-0.545934,-0.545934,0.833
-0.570178,-0.570178,1.125
0.521129,0.521129,1.645
0.868287,0.868287,1.702
0.69862,0.69862,2.102
-0.698663,-0.698663,1.101
0.109772,0.109772,1.396
1.90964,1.90964,3.114
0.333611,0.333611,1.344
4.3696,4.3696,5.00001
0.804882,0.804882,1.981
-0.180658,-0.180658,2.219
3.27624,3.27624,1.125
1.86854,1.86854,1.899
-0.0585311,-0.0585311,1.764
0.0735912,0.0735912,1
-0.390195,-0.390195,0.813
0.952091,0.952091,0.588
-0.513081,-0.513081,1.607
2.35752,2.35752,3.141
-0.142404,-0.142404,0.959
0.111548,0.111548,1.107
1.6303,1.6303,2.407
-0.559693,-0.559693,1.849
1.25945,1.25945,2.296
1.60025,1.60025,2.397
2.13204,2.13204,3.588
3.60425,3.60425,4.85
1.12402,1.12402,1.342
3.53861,3.53861,5.00001
0.619739,0.619739,2.406
0.621251,0.621251,2.359
-0.567297,-0.567297,0.645
1.63378,1.63378,1.254
2.25296,2.25296,2.931
4.69441,4.69441,5.00001
-0.593348,-0.593348,0.488
1.35201,1.35201,2.574
2.84953,2.84953,3.226
0.171108,0.171108,1.403
5.14312,5.14312,5.00001
-0.625454,-0.625454,1.488
2.93091,2.93091,5.00001
3.38795,3.38795,5.00001
0.242167,0.242167,0.872
1.77874,1.77874,2.161
-0.573168,-0.573168,0.463
0.95909,0.95909,5.00001
-0.0245385,-0.0245385,0.675
1.88818,1.88818,2.826
2.68947,2.68947,3.067
3.41941,3.41941,4.125
4.10369,4.10369,2.5
2.08167,2.08167,3.75
1.38725,1.38725,1.33
-5.42538e-05,-5.42538e-05,1.688
3.14332,3.14332,2.768
3.71599,3.71599,3.563
2.1451,2.1451,3.91
1.60459,1.60459,2.249
2.1385,2.1385,3.5
-0.49063,-0.49063,0.547
3.35629,3.35629,5.00001
1.54922,1.54922,2.403
1.60172,1.60172,1.301
2.25996,2.25996,4.2
3.73254,3.73254,3.538
1.66362,1.66362,2.25
0.539975,0.539975,1.462
1.01879,1.01879,2.347
2.27788,2.27788,5.00001
3.00408,3.00408,5.00001
0.794821,0.794821,1.834
0.308273,0.308273,2.25
2.72621,2.72621,2.66
0.328493,0.328493,1.497
1.86927,1.86927,1.919
0.672527,0.672527,1.779
4.06557,4.06557,5.00001
4.22175,4.22175,5.00001
-0.703102,-0.703102,0.758
2.57035,2.57035,2.25
2.81097,2.81097,2.25
2.28289,2.28289,5.00001
-0.222336,-0.222336,1.057
2.35848,2.35848,2.634
3.55109,3.55109,5.00001
3.62931,3.62931,5.00001
3.82132,3.82132,5.00001
-0.691287,-0.691287,0.973
0.795105,0.795105,2.522
3.72587,3.72587,5.00001
1.91123,1.91123,1.914
2.14821,2.14821,5
1.77463,1.77463,1.286
-0.0832434,-0.0832434,0.958
0.774023,0.774023,2.23
-0.663257,-0.663257,0.683
-0.665713,-0.665713,0.93
2.62483,2.62483,3.167
0.697496,0.697496,2.174
1.93149,1.93149,3.515
2.50898,2.50898,5
0.0900442,0.0900442,1.469
2.04353,2.04353,3.246
-0.472978,-0.472978,0.825
0.628159,0.628159,1.899
3.52726,3.52726,5.00001
3.88103,3.88103,5.00001
3.51459,3.51459,5.00001
1.64163,1.64163,3.185
-0.641923,-0.641923,0.579
4.38628,4.38628,5.00001
2.85514,2.85514,2.46
-0.64267,-0.64267,1.527
-0.372603,-0.372603,0.934
1.77963,1.77963,1.431
4.3295,4.3295,2.816
3.87197,3.87197,5.00001
2.09278,2.09278,2.743
0.354042,0.354042,1.007
0.351744,0.351744,2.75
3.36968,3.36968,5.00001
3.47474,3.47474,5.00001
-0.427011,-0.427011,0.887
4.4401,4.4401,5.00001
3.71565,3.71565,5.00001
-0.60722,-0.60722,0.927
2.90592,2.90592,0.875
0.191131,0.191131,1.307
2.82653,2.82653,5.00001
1.69949,1.69949,2.714
1.8707,1.8707,2.178
3.3107,3.3107,5.00001
1.53955,1.53955,1.363
4.83949,4.83949,4.87
-0.62786,-0.62786,1.107
3.33843,3.33843,3.736
1.02477,1.02477,2.132
-0.21976,-0.21976,1.2
1.67545,1.67545,4.5
0.467243,0.467243,1.593
-0.378805,-0.378805,2.375
-0.0759878,-0.0759878,0.983
2.28329,2.28329,3.553
0.222103,0.222103,0.979
