1.79623,1.79623,0.939
4.76976,4.76976,3.5
4.09621,4.09621,3.494
-0.0796186,-0.0796186,1.051
1.19931,1.19931,1.726
4.73377,4.73377,4.139
0.0423375,0.0423375,0.861
2.63608,2.63608,2.324
1.27183,1.27183,1.726
1.04589,1.04589,1.938
1.41691,1.41691,0.92
-0.206666,-0.206666,0.531
0.769489,0.769489,1.606
-0.209979,-0.209979,0.425
4.82147,4.82147,4.646
2.06784,2.06784,1.783
2.66569,2.66569,2.558
0.168079,0.168079,0.942
1.44235,1.44235,1.61
2.84988,2.84988,1.719
1.55236,1.55236,3.04
0.340082,0.340082,0.904
1.4627,1.4627,1.334
0.301251,0.301251,0.899
-0.389514,-0.389514,1.085
-0.323938,-0.323938,0.591
1.18179,1.18179,1.299
0.53624,0.53624,0.963
0.369262,0.369262,1.5
0.899385,0.899385,1.606
1.70162,1.70162,1.577
0.929636,0.929636,2.188
0.437184,0.437184,0.953
1.43391,1.43391,1.667
1.90553,1.90553,2.024
1.39264,1.39264,2.471
2.3123,2.3123,2.029
1.30387,1.30387,1.804
1.404,1.404,1.568
1.6325,1.6325,1.932
0.939226,0.939226,1.353
0.992466,0.992466,0.57
1.10455,1.10455,1.372
3.79339,3.79339,3.07
2.8174,2.8174,2.276
1.03873,1.03873,1.292
2.57722,2.57722,2.432
2.13791,2.13791,1.89
2.05823,2.05823,2.567
2.46692,2.46692,1.911
1.4761,1.4761,1.611
3.97678,3.97678,3.667
-0.160462,-0.160462,1.115
0.519709,0.519709,1.644
2.63333,2.63333,1.634
-0.289937,-0.289937,0.762
1.75697,1.75697,0.8
2.00188,2.00188,1.788
3.33222,3.33222,1.784
4.26461,4.26461,1.813
1.88443,1.88443,1.996
3.13719,3.13719,2.25
1.27592,1.27592,1.617
2.916,2.916,2.609
3.70053,3.70053,3.44
2.97836,2.97836,2.041
2.37904,2.37904,1.85
0.650908,0.650908,1.875
0.553961,0.553961,2
1.47604,1.47604,1.017
1.14393,1.14393,1.277
2.21017,2.21017,1.643
-0.197905,-0.197905,0.59
1.16982,1.16982,1.399
2.5264,2.5264,2.87
4.55294,4.55294,2.746
1.04801,1.04801,1.877
4.93548,4.93548,3.781
3.65325,3.65325,2.817
1.71878,1.71878,1.834
3.10314,3.10314,3.46
1.52985,1.52985,1.728
3.63695,3.63695,3.74
1.35092,1.35092,1.699
3.95896,3.95896,2.57
1.00863,1.00863,1.375
3.41732,3.41732,3.25
1.91797,1.91797,2.483
3.79861,3.79861,3.056
2.79769,2.79769,0.685
0.195814,0.195814,2.077
2.89439,2.89439,3.067
1.0986,1.0986,2.259
5.28402,5.28402,5.00001
0.0578303,0.0578303,1.383
1.12767,1.12767,2.205
-0.0642571,-0.0642571,0.572
0.234036,0.234036,1.284
0.855176,0.855176,1.672
1.02566,1.02566,1.645
0.845536,0.845536,2.107
1.89872,1.89872,2.098
0.419479,0.419479,1.582
0.141976,0.141976,1.563
0.687269,0.687269,1.729
3.65462,3.65462,2.668
1.04499,1.04499,1.397
0.883521,0.883521,1.981
-0.0909635,-0.0909635,2.219
0.69368,0.69368,1.813
3.63799,3.63799,2.324
-0.0880963,-0.0880963,0.68
0.3126,0.3126,1
0.421152,0.421152,0.837
0.728294,0.728294,0.588
5.07904,5.07904,5.00001
0.934621,0.934621,1.165
-0.294772,-0.294772,0.529
0.111817,0.111817,1.107
1.59214,1.59214,1.433
3.88878,3.88878,5.00001
1.45291,1.45291,2.318
1.3824,1.3824,1.872
0.603683,0.603683,1.113
-0.401608,-0.401608,0.938
1.61141,1.61141,1.785
3.1961,3.1961,1.61
-0.0882426,-0.0882426,1.058
1.86211,1.86211,2.011
1.94348,1.94348,3.003
1.8385,1.8385,2.087
1.92909,1.92909,2.931
2.86858,2.86858,2.636
0.704646,0.704646,0.923
1.24009,1.24009,2.587
2.89183,2.89183,5.00001
2.49102,2.49102,1.617
3.00223,3.00223,1.804
0.589051,0.589051,1
2.05357,2.05357,2.716
5.03268,5.03268,4.987
1.57807,1.57807,1.505
4.09562,4.09562,3.5
3.15898,3.15898,1.903
1.80163,1.80163,1.917
3.42295,3.42295,2.605
0.46459,0.46459,1.089
2.89782,2.89782,1.841
3.5052,3.5052,1.832
-0.200849,-0.200849,0.914
1.47391,1.47391,1.214
0.985288,0.985288,1.407
-0.196365,-0.196365,0.883
0.428354,0.428354,1.601
0.767057,0.767057,2.438
2.21743,2.21743,1.59
5.23686,5.23686,5.00001
2.53097,2.53097,1.96
2.92953,2.92953,1.931
1.14738,1.14738,1
4.80656,4.80656,4.5
1.81282,1.81282,1.923
3.36322,3.36322,3.321
2.79334,2.79334,2.875
4.6171,4.6171,5.00001
0.339622,0.339622,0.908
1.3262,1.3262,0.958
0.351158,0.351158,2.167
1.30335,1.30335,2.25
3.54859,3.54859,3.625
1.69255,1.69255,2.25
3.74667,3.74667,3.5
-0.0947125,-0.0947125,0.586
1.56075,1.56075,1.579
3.52281,3.52281,4.5
2.40548,2.40548,2.375
3.39021,3.39021,2.325
4.22407,4.22407,2.75
0.129347,0.129347,1.227
3.49247,3.49247,2.25
0.0822399,0.0822399,0.59
2.91352,2.91352,2.263
1.40135,1.40135,1.375
3.69932,3.69932,1.542
1.54975,1.54975,1.925
4.94113,4.94113,5.00001
4.1468,4.1468,5.00001
0.0168919,0.0168919,0.669
5.76268,5.76268,5.00001
-0.534879,-0.534879,0.329
2.03015,2.03015,1.563
4.33698,4.33698,2.589
2.78831,2.78831,1.933
4.66204,4.66204,3.467
2.16257,2.16257,1.975
1.62457,1.62457,1.723
4.96051,4.96051,4
4.9855,4.9855,5.00001
1.90896,1.90896,1.708
2.54151,2.54151,1.167
2.09571,2.09571,5.00001
2.73425,2.73425,2.215
0.79488,0.79488,1.669
5.47856,5.47856,5.00001
1.48762,1.48762,1.754
2.80842,2.80842,2.558
3.46264,3.46264,2.75
-0.102716,-0.102716,0.931
5.68347,5.68347,5.00001
0.676268,0.676268,1.214
5.09384,5.09384,5.00001
1.60896,1.60896,1.778
5.53288,5.53288,5.00001
2.06929,2.06929,1.675
5.67298,5.67298,5.00001
0.541637,0.541637,0.729
3.71918,3.71918,2.734
-0.0122079,-0.0122079,2.143
2.75445,2.75445,2.435
4.33768,4.33768,4.528
4.90949,4.90949,5.00001
2.50669,2.50669,2.197
4.1545,4.1545,4.029
2.60038,2.60038,1.596
0.221051,0.221051,0.955
3.43978,3.43978,3.045
2.39184,2.39184,2.395
0.0751461,0.0751461,1.428
1.91141,1.91141,3.154
-0.167447,-0.167447,0.795
2.86963,2.86963,2.62
-0.439636,-0.439636,0.804
4.34208,4.34208,5
1.47068,1.47068,1.854
1.70459,1.70459,0.864
1.16753,1.16753,4.464
4.59863,4.59863,5.00001
4.15151,4.15151,4.5
2.6946,2.6946,2.2
0.84046,0.84046,2.375
0.586719,0.586719,0.991
2.5644,2.5644,2.95
1.87684,1.87684,2.51
4.52394,4.52394,4.923
-0.349602,-0.349602,0.771
0.0298515,0.0298515,0.604
2.53659,2.53659,1.625
3.10008,3.10008,4.283
0.465595,0.465595,4.184
2.96054,2.96054,3.873
-0.240242,-0.240242,1.125
4.22289,4.22289,4.714
-0.0798001,-0.0798001,0.961
3.36875,3.36875,3.462
3.674,3.674,2.167
1.00445,1.00445,1.346
4.16181,4.16181,2.75
4.31201,4.31201,1.875
-0.362603,-0.362603,0.726
2.74919,2.74919,2.38
1.64969,1.64969,1.125
0.0486497,0.0486497,1.031
3.45107,3.45107,1.875
2.14983,2.14983,3.116
0.158686,0.158686,0.95
3.26844,3.26844,4.429
-0.350748,-0.350748,0.782
1.8451,1.8451,1.856
2.55356,2.55356,1.5
3.75488,3.75488,3.5
3.36324,3.36324,3.58
3.89021,3.89021,5.00001
2.57957,2.57957,2.206
1.81645,1.81645,1.58
0.369814,0.369814,1.444
-0.441453,-0.441453,0.41
1.34241,1.34241,1.411
-0.11137,-0.11137,1.013
0.71907,0.71907,1.301
0.0355409,0.0355409,1.107
3.72178,3.72178,3.512
0.668311,0.668311,1.464
3.04741,3.04741,1.97
3.98523,3.98523,3.3
3.09694,3.09694,3.375
0.815644,0.815644,1.686
4.23653,4.23653,5.00001
0.460446,0.460446,1.072
0.196193,0.196193,0.902
4.89746,4.89746,4
5.30232,5.30232,5.00001
-0.101494,-0.101494,0.879
1.46921,1.46921,1.039
2.06504,2.06504,2.237
2.82077,2.82077,2.314
-0.0740284,-0.0740284,0.723
-0.138599,-0.138599,0.668
2.50187,2.50187,1.88
2.43575,2.43575,3.75
2.20262,2.20262,2.25
0.352561,0.352561,0.908
4.53092,4.53092,4.411
-0.10158,-0.10158,0.917
3.70558,3.70558,2.5
0.241088,0.241088,1.089
-0.110792,-0.110792,0.54
3.88743,3.88743,1.875
2.53851,2.53851,2.694
3.44775,3.44775,1.817
-0.333042,-0.333042,0.546
1.74994,1.74994,1.668
3.8743,3.8743,1.625
-0.175211,-0.175211,1.158
1.3672,1.3672,2.25
3.56117,3.56117,1.745
2.28869,2.28869,2.85
3.09855,3.09855,2.5
2.35022,2.35022,1.989
