1.12783,1.12783,0.993
1.75131,1.75131,2.25
2.40533,2.40533,1.738
1.19357,1.19357,1.033
1.30917,1.30917,1.708
2.77074,2.77074,2.964
2.90084,2.90084,2.719
1.19702,1.19702,1.635
1.71181,1.71181,1.726
1.75117,1.75117,1.539
1.68187,1.68187,0.92
4.89633,4.89633,5.00001
0.821597,0.821597,1.125
0.883343,0.883343,0.719
1.13573,1.13573,0.567
2.81862,2.81862,2.799
2.18725,2.18725,1.696
1.46132,1.46132,1.421
1.32775,1.32775,1.869
2.57689,2.57689,1.719
2.54603,2.54603,2.556
2.27505,2.27505,1.292
1.83242,1.83242,1.976
1.87871,1.87871,1.569
1.38457,1.38457,1.339
1.83287,1.83287,1.076
1.59946,1.59946,1.299
2.87433,2.87433,2.698
1.33434,1.33434,1.625
3.63231,3.63231,4.629
2.05182,2.05182,1.577
1.89768,1.89768,1.475
1.64729,1.64729,4.5
2.02915,2.02915,1.726
1.80709,1.80709,1.748
2.0314,2.0314,1.838
3.5218,3.5218,2.276
1.27366,1.27366,1.079
3.62536,3.62536,4.578
1.77531,1.77531,1.158
1.15523,1.15523,1.32
1.17282,1.17282,1.375
1.55646,1.55646,1.372
1.55462,1.55462,0.985
1.48885,1.48885,2
2.88062,2.88062,3.782
1.1863,1.1863,0.847
0.951394,0.951394,1.05
3.67702,3.67702,3.337
2.45556,2.45556,1.911
1.76042,1.76042,1.611
1.83285,1.83285,1.828
1.34329,1.34329,1.372
1.20497,1.20497,0.698
1.14383,1.14383,1.392
2.33839,2.33839,3.5
1.38639,1.38639,1.5
1.37509,1.37509,2
1.65732,1.65732,2.75
1.55665,1.55665,1.324
1.31019,1.31019,1
2.88332,2.88332,1.866
3.41444,3.41444,3.473
1.24966,1.24966,1.582
0.868817,0.868817,0.875
2.4064,2.4064,2.491
1.71042,1.71042,2.187
1.17619,1.17619,0.901
1.36466,1.36466,1.225
1.63262,1.63262,1.235
1.32902,1.32902,0.989
0.906868,0.906868,0.84
1.18842,1.18842,0.958
1.41519,1.41519,1.399
1.22038,1.22038,1.428
1.20399,1.20399,1.143
1.5335,1.5335,1.548
2.21164,2.21164,2.202
2.20349,2.20349,1.779
2.76813,2.76813,1.995
0.89088,0.89088,0.847
2.20146,2.20146,1.907
2.04094,2.04094,1.711
1.84353,1.84353,1.699
1.96788,1.96788,1.651
0.872165,0.872165,0.875
1.15209,1.15209,1.39
3.13368,3.13368,2.7
0.887534,0.887534,1.338
1.37118,1.37118,1.08
1.83153,1.83153,2.082
0.929819,0.929819,0.803
1.15947,1.15947,1.163
1.05137,1.05137,1.046
4.61958,4.61958,4.305
2.73384,2.73384,3.804
